Match,Result,totalGold,goldDiff,totalKills,totalDeaths,totalAssists,KD_rat,indGold,indKills,indDeaths,indAssists
R5027,0,34906,-16498,4,15,6,-11,"[6876, 6592, 7568, 8234, 5636]","[0, 0, 3, 0, 1]","[4, 3, 5, 0, 3]","[1, 3, 0, 1, 1]"
B5028,0,57860,-16175,5,14,11,-9,"[13377, 11357, 12529, 11873, 8724]","[2, 0, 1, 0, 2]","[1, 3, 4, 4, 2]","[1, 3, 1, 4, 2]"
R5028,1,74035,16175,14,5,34,9,"[19840, 12982, 15519, 16192, 9502]","[4, 3, 3, 4, 0]","[0, 2, 0, 2, 1]","[5, 7, 5, 8, 9]"
B5029,0,71604,-3199,6,13,11,-7,"[16129, 11754, 16447, 17831, 9443]","[3, 0, 1, 2, 0]","[3, 3, 3, 2, 2]","[1, 2, 3, 2, 3]"
R5029,1,74803,3199,13,6,42,7,"[14929, 14930, 17350, 15469, 12125]","[1, 1, 6, 4, 1]","[1, 2, 1, 2, 0]","[11, 9, 6, 6, 10]"
B5030,0,55974,-15544,4,14,7,-10,"[11973, 11158, 10989, 13424, 8430]","[1, 1, 0, 2, 0]","[2, 2, 5, 2, 3]","[1, 2, 2, 0, 2]"
R5030,1,71518,15544,14,4,27,10,"[15131, 14963, 14866, 16454, 10104]","[1, 5, 2, 5, 1]","[0, 0, 2, 0, 2]","[2, 7, 6, 5, 7]"
B5031,0,59774,-16256,6,24,15,-18,"[12945, 11200, 13604, 13291, 8734]","[2, 0, 3, 0, 1]","[4, 8, 0, 4, 8]","[2, 3, 3, 3, 4]"
R5031,1,76030,16256,24,6,51,18,"[15419, 13755, 16633, 19937, 10286]","[2, 1, 7, 14, 0]","[0, 1, 1, 1, 3]","[6, 14, 10, 4, 17]"
B5032,0,50385,-9183,8,17,16,-9,"[10337, 10256, 11238, 11364, 7190]","[1, 3, 1, 2, 1]","[4, 3, 2, 4, 4]","[3, 4, 2, 2, 5]"
R5032,1,59568,9183,17,8,32,9,"[11380, 11441, 11963, 14912, 9872]","[1, 4, 4, 6, 2]","[1, 3, 1, 1, 2]","[5, 8, 2, 7, 10]"
B5033,0,51681,-11245,6,19,12,-13,"[10289, 10351, 10829, 12563, 7649]","[0, 3, 2, 1, 0]","[3, 3, 3, 4, 6]","[1, 2, 2, 4, 3]"
R5033,1,62926,11245,19,6,37,13,"[12411, 11749, 12748, 15452, 10566]","[2, 1, 5, 9, 2]","[1, 0, 0, 3, 2]","[6, 11, 2, 6, 12]"
B5034,0,42980,-13399,4,15,11,-11,"[10681, 7514, 9300, 9396, 6089]","[1, 1, 0, 2, 0]","[2, 3, 4, 3, 3]","[3, 3, 2, 1, 2]"
R5034,1,56379,13399,15,4,43,11,"[11647, 10011, 14667, 12162, 7892]","[2, 1, 8, 4, 0]","[2, 0, 0, 1, 1]","[10, 8, 6, 7, 12]"
B5035,1,82801,9180,16,15,30,1,"[16945, 15041, 19986, 17848, 12981]","[5, 2, 5, 2, 2]","[5, 0, 2, 4, 4]","[6, 9, 3, 3, 9]"
R5035,0,73621,-9180,15,16,41,-1,"[16166, 11684, 18895, 16367, 10509]","[1, 0, 7, 5, 2]","[3, 4, 3, 2, 4]","[7, 11, 8, 6, 9]"
B5036,1,55037,3213,14,7,37,7,"[10687, 9849, 12592, 13852, 8057]","[1, 2, 2, 9, 0]","[2, 1, 2, 1, 1]","[6, 7, 9, 3, 12]"
R5036,0,51824,-3213,7,14,14,-7,"[12416, 10115, 11001, 11088, 7204]","[1, 2, 2, 2, 0]","[2, 3, 1, 3, 5]","[2, 5, 0, 4, 3]"
B5037,1,61814,8674,12,12,29,0,"[14232, 11641, 14398, 12398, 9145]","[2, 2, 6, 2, 0]","[2, 1, 3, 3, 3]","[6, 8, 2, 6, 7]"
R5037,0,53140,-8674,12,12,28,0,"[11373, 11597, 11020, 11800, 7350]","[2, 4, 3, 3, 0]","[3, 2, 3, 1, 3]","[7, 6, 4, 3, 8]"
B5038,0,53410,-3696,9,8,25,1,"[10973, 10591, 11467, 11178, 9201]","[1, 0, 2, 2, 4]","[2, 2, 2, 1, 1]","[5, 7, 5, 5, 3]"
R5038,1,57106,3696,8,9,23,-1,"[12233, 8939, 14509, 13641, 7784]","[1, 0, 5, 2, 0]","[3, 3, 0, 1, 2]","[5, 6, 2, 4, 6]"
B5039,0,35469,-14862,3,12,9,-9,"[7806, 6270, 7264, 9001, 5128]","[0, 0, 1, 1, 1]","[3, 4, 2, 1, 2]","[2, 2, 1, 2, 2]"
R5039,1,50331,14862,12,3,20,9,"[9854, 10943, 10503, 12143, 6888]","[1, 5, 1, 4, 1]","[0, 0, 0, 0, 3]","[4, 5, 4, 3, 4]"
B5040,1,51504,8249,13,4,25,9,"[10656, 10438, 11002, 11860, 7548]","[2, 2, 3, 5, 1]","[1, 1, 1, 0, 1]","[5, 5, 5, 6, 4]"
R5040,0,43255,-8249,4,13,7,-9,"[8797, 9272, 9970, 9241, 5975]","[0, 2, 2, 0, 0]","[4, 2, 2, 1, 4]","[1, 2, 1, 1, 2]"
B5041,0,88527,-6348,15,25,30,-10,"[17462, 15874, 19341, 23071, 12779]","[2, 4, 3, 6, 0]","[8, 3, 5, 3, 6]","[8, 5, 4, 4, 9]"
R5041,1,94875,6348,25,15,71,10,"[21829, 19604, 18936, 21675, 12831]","[4, 8, 3, 10, 0]","[3, 3, 7, 0, 2]","[13, 13, 17, 10, 18]"
B5042,1,56489,15128,22,6,33,16,"[11787, 10043, 12658, 13454, 8547]","[2, 5, 5, 9, 1]","[2, 2, 1, 1, 0]","[5, 5, 10, 4, 9]"
R5042,0,41361,-15128,6,22,16,-16,"[7689, 7465, 10830, 9208, 6169]","[0, 1, 2, 2, 1]","[6, 5, 3, 5, 3]","[3, 5, 3, 0, 5]"
B5043,0,58859,-9990,6,18,13,-12,"[12267, 11398, 12866, 14136, 8192]","[0, 1, 2, 2, 1]","[4, 3, 6, 1, 4]","[3, 4, 1, 2, 3]"
R5043,1,68849,9990,18,6,51,12,"[12832, 13987, 16647, 14786, 10597]","[2, 8, 3, 4, 1]","[3, 1, 0, 2, 0]","[11, 7, 11, 9, 13]"
B5044,1,84073,9108,22,23,56,-1,"[20470, 15169, 18687, 17720, 12027]","[3, 4, 5, 10, 0]","[5, 1, 5, 5, 7]","[12, 10, 11, 7, 16]"
R5044,0,74965,-9108,23,22,50,1,"[15616, 14694, 17215, 16484, 10956]","[2, 6, 4, 9, 2]","[7, 6, 4, 2, 3]","[10, 9, 9, 6, 16]"
B5045,1,64135,6774,16,7,35,9,"[12615, 12158, 17613, 12565, 9184]","[3, 3, 9, 1, 0]","[0, 0, 2, 3, 2]","[3, 10, 4, 8, 10]"
R5045,0,57361,-6774,7,16,15,-9,"[11901, 11554, 12963, 12198, 8745]","[0, 3, 3, 1, 0]","[4, 3, 3, 3, 3]","[1, 4, 2, 3, 5]"
B5046,1,63063,11467,17,8,35,9,"[12941, 12474, 13646, 14449, 9553]","[2, 5, 3, 6, 1]","[0, 0, 4, 2, 2]","[6, 6, 8, 5, 10]"
R5046,0,51596,-11467,8,17,15,-9,"[10491, 9726, 11716, 12123, 7540]","[0, 2, 2, 3, 1]","[3, 3, 4, 4, 3]","[0, 4, 4, 3, 4]"
B5047,1,69912,9181,13,8,25,5,"[16008, 12165, 18091, 13232, 10416]","[3, 0, 7, 0, 3]","[1, 2, 3, 1, 1]","[5, 6, 2, 6, 6]"
R5047,0,60731,-9181,8,13,23,-5,"[11806, 11651, 14118, 13794, 9362]","[1, 2, 4, 1, 0]","[3, 1, 2, 4, 3]","[1, 6, 4, 5, 7]"
B5048,1,51348,12113,15,3,34,12,"[11148, 10137, 11816, 11144, 7103]","[4, 2, 8, 1, 0]","[0, 1, 2, 0, 0]","[8, 10, 5, 4, 7]"
R5048,0,39235,-12113,3,15,4,-12,"[8664, 7792, 8780, 8777, 5222]","[2, 0, 1, 0, 0]","[4, 3, 3, 1, 4]","[1, 1, 2, 0, 0]"
B5049,0,47452,-13041,5,17,16,-12,"[10056, 8529, 10614, 11465, 6788]","[2, 0, 1, 1, 1]","[3, 5, 3, 1, 5]","[1, 4, 4, 4, 3]"
R5049,1,60493,13041,17,5,47,12,"[12491, 12726, 12200, 14273, 8803]","[3, 4, 1, 8, 1]","[1, 1, 1, 1, 1]","[9, 12, 8, 5, 13]"
B5050,1,53914,18743,22,3,50,19,"[13039, 10658, 10339, 12132, 7746]","[2, 8, 2, 10, 0]","[1, 1, 1, 0, 0]","[10, 8, 11, 8, 13]"
R5050,0,35171,-18743,3,22,4,-19,"[7324, 6623, 7554, 8532, 5138]","[1, 0, 1, 1, 0]","[6, 3, 3, 4, 6]","[0, 2, 1, 0, 1]"
B5051,0,38441,-12906,3,13,7,-10,"[8376, 7115, 8952, 8634, 5364]","[1, 0, 1, 1, 0]","[4, 2, 4, 0, 3]","[1, 2, 2, 1, 1]"
R5051,1,51347,12906,13,3,32,10,"[10251, 9994, 10709, 13451, 6942]","[2, 1, 2, 8, 0]","[0, 2, 0, 0, 1]","[4, 9, 9, 2, 8]"
B5052,1,71530,12586,23,10,48,13,"[14267, 15131, 17053, 15008, 10071]","[2, 10, 6, 4, 1]","[0, 3, 1, 3, 3]","[12, 6, 9, 10, 11]"
R5052,0,58944,-12586,10,23,19,-13,"[11897, 10704, 14282, 13901, 8160]","[1, 3, 4, 2, 0]","[5, 3, 3, 5, 7]","[4, 3, 2, 3, 7]"
B5053,1,72484,17773,23,10,57,13,"[13874, 13011, 18510, 15978, 11111]","[4, 2, 6, 9, 2]","[2, 2, 0, 3, 3]","[11, 13, 11, 7, 15]"
R5053,0,54711,-17773,10,23,22,-13,"[11682, 10167, 12359, 12620, 7883]","[5, 2, 0, 2, 1]","[4, 4, 4, 6, 5]","[2, 6, 3, 4, 7]"
B5054,0,60793,-15105,11,21,29,-10,"[12392, 11995, 12292, 14952, 9162]","[1, 3, 3, 4, 0]","[6, 4, 4, 4, 3]","[7, 6, 3, 5, 8]"
R5054,1,75898,15105,21,11,57,10,"[14050, 10665, 21148, 16088, 13947]","[3, 1, 8, 6, 3]","[2, 1, 2, 3, 3]","[14, 15, 9, 9, 10]"
B5055,1,86996,15295,17,7,44,10,"[16783, 16845, 18183, 21187, 13998]","[1, 3, 4, 8, 1]","[1, 2, 2, 1, 1]","[10, 7, 4, 8, 15]"
R5055,0,71701,-15295,7,17,13,-10,"[15557, 13037, 18701, 14216, 10190]","[1, 0, 5, 1, 0]","[3, 4, 2, 3, 5]","[1, 2, 2, 3, 5]"
B5056,1,65569,15747,12,5,27,7,"[14606, 11458, 16001, 13905, 9599]","[2, 0, 6, 4, 0]","[0, 3, 0, 1, 1]","[1, 7, 3, 6, 10]"
R5056,0,49822,-15747,5,12,9,-7,"[10418, 9540, 11682, 10559, 7623]","[0, 1, 2, 2, 0]","[2, 3, 1, 2, 4]","[1, 1, 1, 2, 4]"
B5057,1,70262,12759,15,7,26,8,"[15125, 15292, 14781, 14966, 10098]","[2, 6, 3, 3, 1]","[4, 0, 1, 1, 1]","[6, 7, 3, 4, 6]"
R5057,0,57503,-12759,7,15,13,-8,"[12783, 10614, 13633, 11687, 8786]","[2, 0, 1, 2, 2]","[5, 4, 3, 1, 2]","[3, 4, 3, 2, 1]"
B5058,0,39622,-7777,1,10,2,-9,"[7023, 8291, 9303, 9003, 6002]","[0, 1, 0, 0, 0]","[2, 2, 4, 1, 1]","[0, 0, 1, 1, 0]"
R5058,1,47399,7777,10,1,28,9,"[9026, 8838, 11382, 11303, 6850]","[1, 0, 5, 4, 0]","[0, 0, 0, 1, 0]","[4, 9, 2, 5, 8]"
B5059,0,52961,-17397,11,26,28,-15,"[10887, 9761, 10821, 13292, 8200]","[1, 2, 2, 5, 1]","[4, 5, 4, 7, 6]","[4, 6, 4, 6, 8]"
R5059,1,70358,17397,26,11,54,15,"[15201, 13522, 14763, 16657, 10215]","[6, 5, 6, 9, 0]","[1, 2, 4, 2, 2]","[13, 10, 4, 10, 17]"
B5060,1,64094,16910,14,6,37,8,"[12951, 11060, 16935, 14278, 8870]","[1, 2, 8, 3, 0]","[1, 2, 0, 1, 2]","[11, 7, 4, 8, 7]"
R5060,0,47184,-16910,6,14,13,-8,"[9038, 8450, 10061, 12432, 7203]","[0, 0, 1, 4, 1]","[4, 3, 3, 2, 2]","[3, 4, 1, 1, 4]"
B5061,0,55604,-8963,9,21,19,-12,"[11971, 9413, 13500, 12460, 8260]","[2, 2, 4, 1, 0]","[3, 5, 6, 2, 5]","[6, 1, 1, 6, 5]"
R5061,1,64567,8963,21,9,52,12,"[12543, 11871, 15566, 14240, 10347]","[5, 3, 5, 7, 1]","[2, 2, 1, 2, 2]","[9, 12, 9, 7, 15]"
B5062,1,63888,-2125,12,4,27,8,"[14740, 12071, 13686, 14224, 9167]","[3, 3, 3, 3, 0]","[1, 1, 0, 1, 1]","[4, 6, 6, 4, 7]"
R5062,0,66013,2125,4,12,9,-8,"[14479, 13039, 13732, 15440, 9323]","[1, 0, 1, 2, 0]","[4, 1, 3, 2, 2]","[2, 2, 1, 1, 3]"
B5063,1,70692,-1511,18,14,51,4,"[15795, 13268, 15275, 16120, 10234]","[4, 4, 4, 5, 1]","[2, 4, 1, 4, 3]","[9, 13, 11, 6, 12]"
R5063,0,72203,1511,14,18,42,-4,"[14451, 14359, 16074, 15902, 11417]","[4, 0, 4, 6, 0]","[5, 4, 2, 3, 4]","[5, 13, 4, 6, 14]"
B5064,0,41334,-9642,7,15,19,-8,"[7725, 9154, 9110, 9628, 5717]","[1, 1, 2, 3, 0]","[4, 2, 4, 2, 3]","[4, 5, 3, 2, 5]"
R5064,1,50976,9642,15,7,29,8,"[12504, 8956, 10722, 11705, 7089]","[7, 0, 2, 6, 0]","[1, 1, 2, 1, 2]","[5, 8, 7, 2, 7]"
B5065,0,43787,-11031,0,11,0,-11,"[9202, 8829, 9098, 10407, 6251]","[0, 0, 0, 0, 0]","[1, 2, 4, 3, 1]","[0, 0, 0, 0, 0]"
R5065,1,54818,11031,11,0,27,11,"[14948, 9324, 11047, 11835, 7664]","[5, 0, 1, 4, 1]","[0, 0, 0, 0, 0]","[3, 7, 6, 4, 7]"
B5066,0,50983,-10912,6,13,20,-7,"[10728, 9710, 11757, 10989, 7799]","[0, 1, 2, 3, 0]","[3, 4, 3, 1, 2]","[5, 4, 4, 2, 5]"
R5066,1,61895,10912,13,6,32,7,"[11408, 11367, 14769, 15027, 9324]","[1, 1, 6, 5, 0]","[1, 0, 2, 1, 2]","[7, 6, 4, 6, 9]"
B5067,0,69337,-6883,4,15,4,-11,"[14749, 14246, 16182, 14972, 9188]","[0, 1, 3, 0, 0]","[2, 1, 6, 5, 1]","[1, 3, 0, 0, 0]"
R5067,1,76220,6883,15,4,34,11,"[14497, 12171, 21736, 17122, 10694]","[4, 1, 6, 4, 0]","[2, 0, 1, 1, 0]","[5, 10, 8, 2, 9]"
B5068,0,53728,-5860,4,14,9,-10,"[12288, 9937, 12169, 11840, 7494]","[1, 1, 0, 2, 0]","[2, 4, 2, 2, 4]","[0, 2, 1, 2, 4]"
R5068,1,59588,5860,14,4,33,10,"[11844, 11680, 12952, 14453, 8659]","[1, 3, 3, 6, 1]","[1, 2, 0, 0, 1]","[7, 6, 7, 4, 9]"
B5069,1,66715,8068,18,7,47,11,"[13710, 14765, 14020, 13894, 10326]","[2, 10, 4, 2, 0]","[0, 1, 2, 3, 1]","[8, 7, 7, 12, 13]"
R5069,0,58647,-8068,7,18,7,-11,"[11243, 11238, 12710, 14973, 8483]","[0, 1, 2, 4, 0]","[4, 3, 3, 3, 5]","[3, 1, 1, 0, 2]"
B5070,1,78337,8253,16,10,53,6,"[15735, 14819, 16243, 20431, 11109]","[2, 1, 4, 9, 0]","[1, 2, 1, 2, 4]","[11, 11, 12, 6, 13]"
R5070,0,70084,-8253,10,16,23,-6,"[15446, 13662, 15185, 15720, 10071]","[3, 2, 1, 4, 0]","[3, 2, 3, 2, 6]","[4, 3, 6, 3, 7]"
B5071,1,86641,6535,17,13,49,4,"[18828, 16855, 18105, 19988, 12865]","[3, 4, 2, 8, 0]","[1, 2, 4, 2, 4]","[8, 7, 12, 7, 15]"
R5071,0,80106,-6535,13,17,32,-4,"[16902, 13842, 18230, 18533, 12599]","[1, 1, 4, 5, 2]","[4, 5, 3, 2, 3]","[7, 8, 5, 6, 6]"
B5072,1,54091,7666,12,10,34,2,"[10482, 9335, 12030, 14224, 8020]","[1, 0, 4, 7, 0]","[2, 2, 2, 1, 3]","[6, 10, 4, 3, 11]"
R5072,0,46425,-7666,10,12,25,-2,"[10972, 9843, 8800, 10192, 6618]","[3, 4, 2, 1, 0]","[1, 2, 4, 3, 2]","[4, 5, 7, 6, 3]"
B5073,1,60367,16562,16,5,35,11,"[16015, 10167, 13667, 11919, 8599]","[4, 1, 8, 2, 1]","[0, 1, 1, 1, 2]","[7, 9, 3, 6, 10]"
R5073,0,43805,-16562,5,16,17,-11,"[9207, 8298, 8282, 11157, 6861]","[0, 2, 0, 2, 1]","[3, 2, 4, 2, 5]","[4, 3, 5, 2, 3]"
B5074,0,53634,-9107,9,15,22,-6,"[10963, 10350, 10810, 13441, 8070]","[0, 2, 0, 7, 0]","[5, 1, 2, 3, 4]","[7, 3, 5, 0, 7]"
R5074,1,62741,9107,15,9,34,6,"[13409, 10344, 15712, 14143, 9133]","[2, 2, 6, 5, 0]","[1, 4, 1, 1, 2]","[7, 6, 4, 5, 12]"
B5075,1,78470,14285,26,22,68,4,"[18985, 14050, 15590, 18145, 11700]","[7, 4, 6, 8, 1]","[2, 5, 4, 5, 6]","[13, 9, 16, 11, 19]"
R5075,0,64185,-14285,22,26,48,-4,"[13307, 11126, 14484, 15343, 9925]","[6, 1, 10, 5, 0]","[6, 5, 5, 3, 7]","[3, 13, 4, 11, 17]"
B5076,0,31020,-14567,3,20,5,-17,"[5705, 5514, 7394, 7831, 4576]","[0, 1, 2, 0, 0]","[3, 5, 4, 3, 5]","[0, 1, 1, 1, 2]"
R5076,1,45587,14567,20,3,53,17,"[9474, 8795, 10180, 9910, 7228]","[6, 3, 5, 5, 1]","[1, 2, 0, 0, 0]","[9, 12, 9, 9, 14]"
B5077,1,92685,15111,21,18,51,3,"[18439, 17978, 25459, 18341, 12468]","[1, 8, 8, 4, 0]","[3, 4, 2, 6, 3]","[12, 8, 7, 11, 13]"
R5077,0,77574,-15111,18,21,35,-3,"[16242, 13498, 18154, 17601, 12079]","[6, 1, 8, 3, 0]","[6, 5, 4, 2, 4]","[3, 10, 3, 8, 11]"
B5078,1,61195,1446,13,9,41,4,"[12202, 11572, 12869, 14035, 10517]","[1, 2, 2, 6, 2]","[2, 2, 1, 1, 3]","[10, 7, 10, 6, 8]"
R5078,0,59749,-1446,9,13,27,-4,"[11914, 10454, 14422, 13971, 8988]","[1, 0, 3, 5, 0]","[4, 1, 2, 2, 4]","[5, 6, 6, 4, 6]"
B5079,0,44161,-8387,5,16,8,-11,"[8491, 9556, 8349, 11067, 6698]","[0, 0, 2, 3, 0]","[3, 3, 5, 1, 4]","[1, 2, 0, 1, 4]"
R5079,1,52548,8387,16,5,48,11,"[10595, 8924, 12598, 11554, 8877]","[5, 0, 7, 3, 1]","[1, 1, 1, 1, 1]","[5, 14, 6, 9, 14]"
B5080,0,48261,-9315,3,9,7,-6,"[9485, 9236, 10395, 12154, 6991]","[0, 1, 2, 0, 0]","[4, 3, 1, 1, 0]","[1, 1, 1, 2, 2]"
R5080,1,57576,9315,9,3,22,6,"[11772, 11372, 13711, 11587, 9134]","[2, 1, 4, 1, 1]","[1, 1, 0, 0, 1]","[5, 5, 2, 4, 6]"
B5081,1,55561,6246,11,8,13,3,"[10733, 11677, 12901, 11863, 8387]","[2, 1, 5, 2, 1]","[4, 3, 0, 1, 0]","[2, 4, 2, 1, 4]"
R5081,0,49315,-6246,8,11,14,-3,"[11123, 9911, 9766, 11489, 7026]","[1, 3, 1, 3, 0]","[3, 2, 2, 3, 1]","[3, 4, 3, 1, 3]"
B5082,0,64808,-3166,7,12,14,-5,"[13713, 11243, 17521, 13463, 8868]","[1, 2, 2, 2, 0]","[3, 2, 3, 2, 2]","[3, 3, 3, 2, 3]"
R5082,1,67974,3166,12,7,30,5,"[16106, 11931, 16306, 14020, 9611]","[2, 1, 8, 0, 1]","[0, 4, 1, 2, 0]","[8, 9, 2, 6, 5]"
B5083,1,60060,8096,17,4,38,13,"[13087, 11714, 11398, 13952, 9909]","[3, 4, 3, 5, 2]","[1, 0, 2, 1, 0]","[9, 7, 7, 5, 10]"
R5083,0,51964,-8096,4,17,4,-13,"[9916, 9590, 11225, 13706, 7527]","[0, 2, 1, 1, 0]","[7, 3, 4, 1, 2]","[0, 1, 2, 1, 0]"
B5084,1,57661,7761,15,4,52,11,"[10745, 10787, 12793, 14763, 8573]","[0, 3, 4, 7, 1]","[1, 0, 1, 1, 1]","[11, 11, 9, 8, 13]"
R5084,0,49900,-7761,4,15,8,-11,"[10599, 10294, 10736, 11427, 6844]","[1, 1, 1, 1, 0]","[3, 1, 3, 2, 6]","[1, 3, 1, 1, 2]"
B5085,1,59053,6264,17,5,45,12,"[13467, 10936, 12137, 12995, 9518]","[6, 4, 2, 5, 0]","[0, 2, 3, 0, 0]","[7, 8, 14, 4, 12]"
R5085,0,52789,-6264,5,17,9,-12,"[11707, 9004, 11865, 12819, 7394]","[0, 1, 2, 2, 0]","[2, 5, 4, 3, 3]","[1, 3, 0, 2, 3]"
B5086,1,43612,9173,11,3,21,8,"[8572, 7475, 9468, 11595, 6502]","[1, 1, 2, 7, 0]","[0, 2, 1, 0, 0]","[5, 4, 4, 2, 6]"
R5086,0,34439,-9173,3,11,8,-8,"[8213, 6184, 7612, 7299, 5131]","[1, 1, 0, 1, 0]","[2, 3, 0, 2, 4]","[1, 1, 3, 1, 2]"
B5087,0,36616,-15582,5,17,16,-12,"[7578, 7181, 7152, 8984, 5721]","[1, 0, 0, 4, 0]","[2, 4, 4, 2, 5]","[4, 3, 4, 1, 4]"
R5087,1,52198,15582,17,5,46,12,"[9065, 10278, 12934, 11673, 8248]","[1, 4, 6, 5, 1]","[0, 1, 2, 1, 1]","[11, 9, 4, 8, 14]"
B5088,1,49330,10300,16,6,37,10,"[10143, 9816, 10858, 11006, 7507]","[3, 3, 2, 6, 2]","[0, 1, 1, 3, 1]","[8, 7, 7, 4, 11]"
R5088,0,39030,-10300,6,16,11,-10,"[7688, 7640, 8012, 9373, 6317]","[1, 1, 0, 3, 1]","[2, 4, 4, 2, 4]","[0, 3, 3, 2, 3]"
B5089,1,66143,-521,6,7,21,-1,"[14695, 12985, 14009, 14556, 9898]","[0, 1, 1, 3, 1]","[1, 0, 2, 3, 1]","[4, 5, 4, 3, 5]"
R5089,0,66664,521,7,6,16,1,"[14267, 13076, 13723, 16016, 9582]","[0, 3, 0, 4, 0]","[1, 1, 1, 1, 2]","[3, 2, 4, 2, 5]"
B5090,0,50630,-10655,2,11,5,-9,"[10070, 10066, 10288, 13286, 6920]","[0, 1, 0, 1, 0]","[3, 2, 3, 1, 2]","[0, 1, 2, 1, 1]"
R5090,1,61285,10655,11,2,17,9,"[12912, 12267, 13000, 14321, 8785]","[2, 1, 2, 6, 0]","[0, 1, 1, 0, 0]","[0, 6, 5, 1, 5]"
B5091,1,82766,7786,17,15,50,2,"[18251, 16023, 18432, 18583, 11477]","[4, 3, 5, 5, 0]","[4, 2, 3, 4, 2]","[7, 9, 11, 8, 15]"
R5091,0,74980,-7786,15,17,34,-2,"[14381, 13822, 16983, 18821, 10973]","[0, 1, 8, 6, 0]","[3, 4, 3, 2, 5]","[8, 9, 4, 4, 9]"
B5092,0,51022,-9658,12,24,22,-12,"[10276, 9538, 10744, 11943, 8521]","[5, 0, 1, 5, 1]","[5, 8, 4, 2, 5]","[2, 8, 4, 2, 6]"
R5092,1,60680,9658,24,12,54,12,"[14557, 10821, 12412, 14108, 8782]","[12, 4, 4, 3, 1]","[4, 4, 1, 1, 2]","[5, 10, 7, 15, 17]"
B5093,0,34628,-18779,6,18,11,-12,"[6096, 6194, 7890, 9534, 4914]","[0, 1, 2, 3, 0]","[3, 4, 3, 4, 4]","[1, 4, 2, 1, 3]"
R5093,1,53407,18779,18,6,47,12,"[10262, 11186, 11732, 11557, 8670]","[2, 6, 3, 4, 3]","[2, 2, 1, 1, 0]","[14, 9, 8, 4, 12]"
B5094,1,53239,15343,23,10,58,13,"[11338, 10805, 11987, 11524, 7585]","[6, 4, 7, 5, 1]","[2, 0, 3, 2, 3]","[7, 16, 11, 8, 16]"
R5094,0,37896,-15343,10,23,28,-13,"[7806, 7473, 7616, 9305, 5696]","[3, 2, 2, 3, 0]","[5, 5, 6, 4, 3]","[4, 7, 6, 4, 7]"
B5095,0,56994,-10979,4,13,8,-9,"[10585, 10333, 14893, 13140, 8043]","[1, 0, 1, 1, 1]","[3, 2, 4, 2, 2]","[1, 1, 2, 2, 2]"
R5095,1,67973,10979,13,4,29,9,"[14416, 14268, 14849, 14256, 10184]","[3, 7, 1, 2, 0]","[1, 0, 1, 2, 0]","[7, 3, 4, 6, 9]"
B5096,1,55497,6897,16,13,41,3,"[10692, 10363, 12510, 13093, 8839]","[1, 2, 4, 8, 1]","[2, 3, 4, 2, 2]","[9, 10, 6, 6, 10]"
R5096,0,48600,-6897,13,16,26,-3,"[9958, 8510, 10668, 11807, 7657]","[3, 0, 4, 3, 3]","[2, 3, 5, 4, 2]","[3, 6, 5, 6, 6]"
B5097,0,37535,-14586,6,25,10,-19,"[7469, 6255, 7999, 7918, 7894]","[0, 2, 1, 2, 1]","[6, 5, 5, 6, 3]","[1, 3, 1, 2, 3]"
R5097,1,52121,14586,25,6,49,19,"[13312, 8429, 9595, 12374, 8411]","[8, 3, 3, 8, 3]","[2, 1, 2, 0, 1]","[3, 9, 8, 12, 17]"
B5098,0,48351,-6718,3,9,5,-6,"[9166, 9120, 11605, 11195, 7265]","[1, 1, 1, 0, 0]","[3, 3, 1, 1, 1]","[1, 2, 2, 0, 0]"
R5098,1,55069,6718,9,3,27,6,"[12158, 9393, 13234, 12714, 7570]","[1, 0, 5, 3, 0]","[1, 1, 1, 0, 0]","[1, 7, 4, 6, 9]"
B5099,1,43161,12575,23,7,49,16,"[10866, 8107, 8429, 9294, 6465]","[12, 2, 5, 4, 0]","[1, 2, 2, 1, 1]","[5, 10, 7, 12, 15]"
R5099,0,30586,-12575,7,23,15,-16,"[5980, 5971, 7655, 6651, 4329]","[0, 2, 4, 1, 0]","[3, 5, 2, 7, 6]","[2, 4, 1, 4, 4]"
B5100,1,59184,9557,17,11,53,6,"[11440, 10524, 13845, 14202, 9173]","[5, 3, 4, 4, 1]","[2, 3, 3, 1, 2]","[9, 8, 12, 11, 13]"
R5100,0,49627,-9557,11,17,32,-6,"[11732, 9855, 9944, 11249, 6847]","[1, 2, 2, 5, 1]","[2, 4, 5, 3, 3]","[6, 9, 5, 5, 7]"
B5101,1,57405,8412,15,10,30,5,"[12339, 10219, 14124, 12434, 8289]","[3, 2, 5, 5, 0]","[1, 3, 1, 2, 3]","[4, 7, 6, 4, 9]"
R5101,0,48993,-8412,10,15,28,-5,"[9058, 9039, 13068, 10258, 7570]","[1, 1, 4, 4, 0]","[2, 1, 3, 5, 4]","[6, 7, 4, 2, 9]"
B5102,1,51323,4847,12,4,31,8,"[9536, 10147, 12311, 11809, 7520]","[0, 3, 7, 2, 0]","[0, 1, 1, 0, 2]","[8, 7, 3, 7, 6]"
R5102,0,46476,-4847,4,12,10,-8,"[10355, 8984, 9722, 10722, 6693]","[2, 1, 1, 0, 0]","[1, 3, 6, 1, 1]","[0, 2, 1, 4, 3]"
